"","x"
"1888","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1889","    Modi is incorruptible is proved There s no reason 2 disbelieve in it There s no reason 2 believe opposition s allegation "
"1890","   Big win for   s international diplomacy British Court gives approval of  VijayMallya  s extradition After  C "
"1891","Interesting   People who use to shout at top of voice and say when will  Modi get  VijayMallya Nirav Modi back   To  "
"1892","   PM  Modi loves to refer to himself as a Chaiwala   But he has ignored the Tea Growers of Assam since 2014  going back on h "
"1893","   Cabinet approves agriculture export policy with aim to double shipments to  60 billion by 2022 This is what  "
"1894","   Roti  Kapda  Sadak  Bijli   every Government provides  The BJP Govt came into power with a Slogan of Sabka Saath Sabka Vikas  "
"1895","       and  sensex down 650 pts 10am ish  "
"1896","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1897","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1898"," So you wanna tell  Modi has set up UK court to deliver  VijayMallya verdict on the day when  urjitpatel offe  "
"1899"," VijayMallya  ModiGetsMallya   ModiFor2019   ModiBringsBackMichelMallya   AugustaWestland   ChristianMichel  "
"1900","   After  CBI  amp   RBI heads now time for  MODI to leave    2019"
"1901","   After  CBI  amp   RBI heads now time for  MODI to leave    2019"
"1902","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1903","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1904","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1905","    India is now trading with Japan  Russia  Iran  UAE in Indian  rupee  India is also negotiating with China  Iraq  SK  "
"1906","        UrjitPatel GONE SHAME  modi ATTAC  "
"1907","   Just imagine wat this lady must have felt when she lost him on whose shoulder she rests in the picture  But she came out m "
"1908"," Mallya loan default amount which will take yrs to sort yet is   Rs 3 000 crores   MehulChoksi is   Rs  6 000 crore  "
"1909","   It has been an honor for India that for the first time the BRITISH ARMY is saluting an Indian Prime Minister  "
"1910","   Roti  Kapda  Sadak  Bijli   every Government provides  The BJP Govt came into power with a Slogan of Sabka Saath Sabka Vikas  "
"1911","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1912","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1913","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1914","   Won t be shocked if  VijayMallya becomes the next RBI governor because calling him to India after  UrjitPatel resigning "
"1915","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1916","Won t be shocked if  VijayMallya becomes the next RBI governor because calling him to India after  UrjitPatel resig  "
"1917","   PM is totally right in his saying  There shall be no mercy on  Congress  amp   Sonia who destroyed this country  destroyed genera "
"1918","A busy 24 hours working  Modi of  BJP    Can t relate him to the Prime Ministers chair   That went out with d cheap  "
"1919","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1920"," Every Organization RBI  CBI  ED  Police  Media  Election Commission are not being allowed to Run under  "
"1921","   Attacking the  Modi govt for destroying several institutions of the democracy  ignoring farmers and youth unrest and reducing "
"1922","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1923","Assembly election results could halt Prime Minister  Modi s winning streak   gt  "
"1924","       dkodingnewsline    dkoding    urijitpatel   rbi    modi DKODING   RBI Governor resigns for   "
"1925","   Roti  Kapda  Sadak  Bijli   every Government provides  The BJP Govt came into power with a Slogan of Sabka Saath Sabka Vikas  "
"1926","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1927","       dkodingnewsline    dkoding    urijitpatel   rbi    modi DKODING   RBI Governor resigns for   "
"1928","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1929","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1930","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1931","    dkodingnewsline    dkoding    urijitpatel   rbi    modi DKODING   RBI Governor resigns f  "
"1932","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1933","Dear Rajasthan   Tomorrow  11 Dec we r going 2 face result of assembly elections  Though  ExitPolls say Congress wi  "
"1934","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1935","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1936","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1937","   After  CBI  amp   RBI heads now time for  MODI to leave    2019"
"1938","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1939","    India is now trading with Japan  Russia  Iran  UAE in Indian  rupee  India is also negotiating with China  Iraq  SK  "
"1940","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1941","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1942","   Jumla Man  Modi is destroying  RBI and will destroy  India     ModiDestroysRBI"
"1943","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1944","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1945"," Modi ji is it self a PM FM  amp  RBI chief  amp  Foreign Minister Multi Talented PM of India"
"1946","And I caught up with eminent Harvard Professor Steven Jardin  expert in Indian politics  to talk about the  "
"1947","   After  CBI  amp   RBI heads now time for  MODI to leave    2019"
"1948","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1949","   Jumla Man  Modi is destroying  RBI and will destroy  India     ModiDestroysRBI"
"1950"," modi  UrjitPatel  India  RBIvsGovt  RBIGovernor     interest rates and now classification perhaps the biggest reas  "
"1951","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1952","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1953","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1954","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1955","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1956","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1957","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1958","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1959"," BreakingNews  Mrs  Pallavi Joshi Agnihotri has been appointed the New RBI Governor by His Excellency  The Great  "
"1960"," ModiGetsMallya It s  Modi effecte                          "
"1961","   This clearly shows  Modi  amp   BJP are anti  women  amp  insults them with derogatory comments   "
"1962","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1963","    India is now trading with Japan  Russia  Iran  UAE in Indian  rupee  India is also negotiating with China  Iraq  SK  "
"1964","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1965","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1966","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1967","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1968","   Roti  Kapda  Sadak  Bijli   every Government provides  The BJP Govt came into power with a Slogan of Sabka Saath Sabka Vikas  "
"1969","    RBI Governor  UrjitPatelresigns   Another first in the  history under  Modi Govt in  Maff kar  bhai mere ko "
"1970","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1971","   Attacking the  Modi govt for destroying several institutions of the democracy  ignoring farmers and youth unrest and reducing "
