"","x"
"1784","India s reaction when  RahulGandhi talks about economics   UrjitPatelResigns "
"1785","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1786","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1787","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1788","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1789","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1790","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1791","   Rahul Gandhi to overtake Narendra Modi by 11  in popularity by Lok Sabha elections 2019   RahulGandhi  NarendraModi "
"1792","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1793","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1794","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1795","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1796","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1797","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1798","   Facing probe by  UPA govt  Jignesh Shah s firm rented farmhouse owned by  RahulGandhi  Priyanka    CongressIsCancer ht "
"1799","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1800","With the RBI Governor s resignation      RahulGandhi  Congress "
"1801","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1802","   This is a process and it is bringing together everybody  I said in the room that voices in this room are voices of opposi "
"1803","Lastly  ChandrababuNaidu surrender to  RahulGandhi  mahagathbandhan"
"1804"," I just want Congress bcoz of  Priyankagandhi not for you  rahulgandhi"
"1805","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1806","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1807","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1808","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1809","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1810","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1811","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1812","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1813","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1814","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1815","   A day before the crucial opposition meeting in Delhi   DMK president M K Stalin met  Congress chief  RahulGandhi and UPA chai "
"1816","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1817","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1818","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1819","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1820","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1821"," Congress used every trick in the game during the campaign  it managed to bring  SoniaGandhi to canvass for votes i  "
"1822","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1823","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1824","     Not surprising  people already get the sense   on which way  wind is blowing   If  tomorrow   El "
"1825","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1826","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1827","   Each amp every institution across country is being attacked amp Congress  amp Opposition is against these attacks  In 2019 we ll stop only "
"1828","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1829","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1830","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1831","  Not surprising  people already get the sense   on which way  wind is blowing   If  tomorrow   "
"1832","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1833","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1834","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1835","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1836","   Rahul Gandhi to overtake Narendra Modi by 11  in popularity by Lok Sabha elections 2019   RahulGandhi  NarendraModi "
"1837","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1838","Congress President Rahul Gandhi hit out at Prime Minister Narendra Modi accusing him of attacking the four pillars  "
"1839","   Each amp every institution across country is being attacked amp Congress  amp Opposition is against these attacks  In 2019 we ll stop only "
"1840","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1841","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1842","To all liberals  seculars  amp  progressives across the country    Time to unite   is their propaganda   Still only off  "
"1843","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1844","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1845","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1846","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1847","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1848","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1849","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1850","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1851","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1852","    RLSP chief  amp  Union minister  UpendraKushwaha resigns from cabinet after meeting  Congress president  RahulGandhi  say "
"1853"," RahulGandhi  Alibaba   who kept drawing money from  scamster  says BJP s     ModiGetsMallya"
"1854","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1855","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1856","    RahulGandhi learned only to criticize criticize n criticize not a single appreciation on today s decision or  surgicals "
"1857","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1858","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1859"," RahulGandhi learned only to criticize criticize n criticize not a single appreciation on today s decision or  "
"1860","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1861","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1862","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1863","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1864","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
