"","x"
"1892","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1893","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1894","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1895"," Sir  please don t give  modi ideas  We actually have people sitting at the top posts  who may take y  "
"1896","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1897","After  ModiGetsMallya   Rahul Gandhi be like   Agar  Congress  VijayMallya  ko bhaagne nahi deti   toh  modi usko k  "
"1898","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1899","   PM  Modi loves to refer to himself as a Chaiwala   But he has ignored the Tea Growers of Assam since 2014  going back on hi "
"1900","   Opinion   YogiAdityanath  not  demonetisation  is  PM  Modi s biggest blunder  writes    NaMo  Yogi  UP  "
"1901","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1902","      Modi Ji proves that he is a man of action and not words  ModiGetsMallya   MallyaVerdict  Mallya "
"1903","  Nice to see that all are now United    Let me know who is the Prime Ministerial Candidate     Modi"
"1904","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1905","    India election 2014  Here is the  BJP s Priti  Gandhi pushing fake  Assange  Modi endorsement to 40k people "
"1906","   Every Congress party supporter  every one who cares for a civilised political discourse  please tell everyone you know about "
"1907","   PM  Modi had announced that he would provide Electricity for All   Now that the deadline is near  amp  no work has been done  "
"1908","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1909","If he had danced the  garbha  my vote would ve have been for  Modi   AmbaniWedding              "
"1910","   ModiGetsMallya  When  allowed to flee    you had never conducte  "
"1911","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1912","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1913","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1914","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1915","      Modi Ji proves that he is a man of action and not words  ModiGetsMallya   MallyaVerdict  Mallya "
"1916","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1917","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1918","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1919","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1920","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1921","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1922","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1923","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1924","                        Hatsoff to  Modi ji    Not meetup to Farmers              becoz of busy schedule   But Easy attend to  Ambani Family s Event  "
"1925","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1926","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1927","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1928","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1929","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1930","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"1931","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1932","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1933","   Modi Ji proves that he is a man of action and not words  ModiGetsMallya   MallyaVerdict  "
"1934","    India is now trading with Japan  Russia  Iran  UAE in Indian  rupee  India is also negotiating with China  Iraq  SK  "
"1935","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1936"," Modi challenging autonomy of Reserve Bank of India does not bode well of the nation   Modi is leveraging his power  "
"1937","   Huge victory for  Modi Government   Looter  losses case in  London India winning continously in extradition  First   C "
"1938"," fellow  indians  india the  resignation of the  rbi  governer is a  tsunami  event   it  threatens the  value if t  "
"1939","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1940","Choose wisely  Mr   Modi          "
"1941","   It s all coming apart   the false bravado  the fake strenght  that mirage of a tight ship   crumbling  RBIGovernor  Ur "
"1942"," CHORI in broad daylight  30000000000000  rbi reserves AND wanting fin min to PRINT  rupee notes  "
"1943","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1944","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1945","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1946","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1947","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1948","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1949","   This is huge     RBI governor  UrjitPatel steps down  This is just weeks after the recent  RBIvsGovt spat and days before "
"1950","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1951"," I am anti BJP and i feel the same  There is sudden panic in the other camp wheras  Modi  "
"1952","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1953","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1954","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1955","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1956","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1957","   Huge victory for  Modi Government   Looter  losses case in  London India winning continously in extradition  First   C "
"1958","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1959","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1960","     modi watch his full video  Chhappan did nt answer the quest with satisfactory  he know the question but he has No "
"1961","    India is now trading with Japan  Russia  Iran  UAE in Indian  rupee  India is also negotiating with China  Iraq  SK  "
"1962","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1963","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1964","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1965","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1966"," Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1967","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1968","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1969","   Roti  Kapda  Sadak  Bijli   every Government provides  The BJP Govt came into power with a Slogan of Sabka Saath Sabka Vikas  "
"1970","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1971","With the likely installation of a political lackey to follow   Modi govt s demolition of every independent Indian i  "
"1972","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1973","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1974","   What  Modi has done to make  India  a better place   ModiFor2019 "
"1975","   After Demonetisation  Urijit Patel was derided as  Modi s lackey  Now the very same learned commentators and analysts who "
"1976","        STATED intention gurumurth  "
"1977","Hail  India   Indians and  Modi for  IndiaGetsMallya  must disclose the reasons  links to defrauding Indians in general "
"1978","LIVE    Decision to extradite  Mallya is based on evidence as well as a resurgent  effective and robust willpower o  "
"1979","  Modi s opponent think  Modi can game  WorldBank  influence  British courts and govt whereas  Modi s support  "
"1980","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1981","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1982","   Now  Professionals who have Votes for  in CG MP and Rajasthan became  Chuthiyas Don t try to degrade  Modi    "
"1983","It s all coming apart   the false bravado  the fake strenght  that mirage of a tight ship   crumbling  RBIGovernor  "
